,time,pattern0,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8,pattern9,pattern10,pattern11,pattern12,pattern13,pattern14,pattern15,pattern16,pattern17,pattern18,pattern19,pattern20,pattern21,pattern22,pattern23,pattern24,pattern25,pattern26,pattern27,pattern28,pattern29,pattern30,pattern31,pattern32,pattern33,pattern34,pattern35,pattern36,pattern37,pattern38,pattern39,pattern40,pattern41,pattern42,pattern43,pattern44,pattern45,pattern46,pattern47,pattern48,pattern49,pattern50,pattern51,pattern52,pattern53,pattern54,pattern55,pattern56,pattern57,pattern58,pattern59,pattern60,pattern61,pattern62,pattern63,pattern64,pattern65,pattern66,pattern67,pattern68,pattern69,pattern70,pattern71,pattern72,pattern73,pattern74,pattern75,pattern76,pattern77,pattern78,pattern79,pattern80,pattern81,pattern82,pattern83,pattern84,pattern85,pattern86,pattern87,pattern88,pattern89,pattern90,pattern91,pattern92,pattern93,pattern94,pattern95,pattern96,pattern97,pattern98,pattern99
0,-0.15,1.4925373134328357,0.0,0.0,1.6129032258064515,1.2345679012345678,1.4492753623188406,0.0,1.4705882352941175,1.5384615384615385,1.2658227848101264,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,1.6666666666666665,0.0,1.4492753623188406,2.4390243902439024,0.0,1.3157894736842104,0.0,4.819277108433735,1.3513513513513513,1.408450704225352,1.639344262295082,3.6585365853658534,5.063291139240506,1.4492753623188406,0.0,3.5294117647058822,0.0,4.3478260869565215,0.0,3.79746835443038,0.0,2.2471910112359548,0.0,0.0,0.0,0.0,4.285714285714286,0.0,0.0,5.47945205479452,1.5873015873015872,0.0,1.1494252873563218,1.2658227848101264,1.3333333333333335,1.25,1.2658227848101264,0.0,1.4492753623188406,1.3888888888888888,4.411764705882353,0.0,0.0,4.166666666666666,1.36986301369863,0.0,2.631578947368421,1.5384615384615385,0.0,1.639344262295082,1.2658227848101264,1.3888888888888888,2.9850746268656714,0.0,1.2048192771084338,0.0,0.0,0.0,1.408450704225352,0.0,2.5974025974025974,0.0,1.4285714285714286,2.2222222222222223,2.3529411764705883,1.3513513513513513,1.2195121951219512,2.5974025974025974,1.408450704225352,2.898550724637681,0.0,1.3333333333333335,1.4285714285714286,0.0,2.631578947368421,0.0,0.0,1.3333333333333335,0.0,0.0,0.0,1.5384615384615385
1,-0.13999999999999999,5.970149253731343,1.3333333333333335,4.477611940298507,0.0,1.2345679012345678,1.4492753623188406,1.1764705882352942,2.941176470588235,1.5384615384615385,1.2658227848101264,1.3513513513513513,0.0,1.25,0.0,0.0,1.1627906976744187,3.333333333333333,1.639344262295082,0.0,2.666666666666667,0.0,0.0,0.0,0.0,1.5384615384615385,2.4096385542168677,0.0,2.816901408450704,0.0,4.878048780487805,1.2658227848101264,0.0,0.0,1.1764705882352942,0.0,5.797101449275362,1.3513513513513513,3.79746835443038,0.0,0.0,3.389830508474576,0.0,1.3888888888888888,0.0,0.0,0.0,0.0,1.36986301369863,0.0,0.0,0.0,2.531645569620253,4.0,0.0,0.0,0.0,5.797101449275362,2.7777777777777777,0.0,1.5873015873015872,0.0,4.166666666666666,0.0,0.0,3.9473684210526314,1.5384615384615385,0.0,1.639344262295082,0.0,2.7777777777777777,1.4925373134328357,1.282051282051282,1.2048192771084338,1.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666666,1.1764705882352942,1.3513513513513513,1.2195121951219512,1.2987012987012987,1.408450704225352,2.898550724637681,0.0,1.3333333333333335,2.857142857142857,2.666666666666667,0.0,0.0,0.0,1.3333333333333335,1.408450704225352,0.0,0.0,0.0
2,-0.13,4.477611940298507,0.0,0.0,1.6129032258064515,2.4691358024691357,0.0,0.0,1.4705882352941175,0.0,1.2658227848101264,1.3513513513513513,0.0,0.0,0.0,0.0,1.1627906976744187,3.333333333333333,0.0,0.0,1.3333333333333335,0.0,0.0,1.3888888888888888,1.3157894736842104,1.5384615384615385,1.2048192771084338,1.3513513513513513,1.408450704225352,0.0,1.2195121951219512,1.2658227848101264,0.0,0.0,0.0,6.779661016949152,0.0,0.0,2.531645569620253,0.0,0.0,8.47457627118644,1.5873015873015872,0.0,1.3888888888888888,1.4285714285714286,1.5873015873015872,0.0,0.0,1.5873015873015872,1.639344262295082,3.4482758620689653,2.531645569620253,1.3333333333333335,0.0,0.0,0.0,1.4492753623188406,4.166666666666666,5.88235294117647,1.5873015873015872,0.0,2.7777777777777777,0.0,0.0,1.3157894736842104,1.5384615384615385,3.125,1.639344262295082,0.0,4.166666666666666,0.0,0.0,1.2048192771084338,2.666666666666667,1.694915254237288,0.0,0.0,0.0,0.0,1.5151515151515151,0.0,4.444444444444445,0.0,1.3513513513513513,1.2195121951219512,0.0,1.408450704225352,2.898550724637681,2.857142857142857,1.3333333333333335,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,1.408450704225352,1.5625,0.0,0.0
3,-0.12,1.4925373134328357,1.3333333333333335,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,1.3513513513513513,0.0,1.25,1.4925373134328357,0.0,5.813953488372093,0.0,0.0,0.0,0.0,0.0,2.4390243902439024,1.3888888888888888,2.631578947368421,0.0,8.433734939759036,1.3513513513513513,1.408450704225352,3.278688524590164,1.2195121951219512,2.531645569620253,1.4492753623188406,2.3255813953488373,0.0,1.694915254237288,1.4492753623188406,0.0,2.531645569620253,5.454545454545454,1.1235955056179774,3.389830508474576,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,2.73972602739726,0.0,3.278688524590164,2.2988505747126435,2.531645569620253,0.0,0.0,0.0,1.7241379310344827,2.898550724637681,2.7777777777777777,1.4705882352941175,3.1746031746031744,1.1363636363636365,4.166666666666666,2.73972602739726,0.0,1.3157894736842104,1.5384615384615385,1.5625,3.278688524590164,1.2658227848101264,0.0,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,1.1764705882352942,0.0,1.2195121951219512,0.0,2.816901408450704,0.0,1.4285714285714286,8.0,1.4285714285714286,1.3333333333333335,0.0,1.4925373134328357,0.0,1.3333333333333335,0.0,3.125,0.0,3.076923076923077
4,-0.10999999999999999,4.477611940298507,0.0,1.4925373134328357,1.6129032258064515,0.0,1.4492753623188406,0.0,0.0,1.5384615384615385,0.0,2.7027027027027026,1.3888888888888888,3.75,1.4925373134328357,0.0,2.3255813953488373,0.0,0.0,0.0,2.666666666666667,1.4492753623188406,2.4390243902439024,1.3888888888888888,0.0,3.076923076923077,3.614457831325301,0.0,0.0,3.278688524590164,2.4390243902439024,1.2658227848101264,0.0,3.488372093023256,1.1764705882352942,0.0,1.4492753623188406,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,4.166666666666666,2.7777777777777777,1.4285714285714286,0.0,3.1746031746031744,1.36986301369863,0.0,1.639344262295082,0.0,3.79746835443038,0.0,0.0,0.0,5.172413793103448,0.0,2.7777777777777777,1.4705882352941175,3.1746031746031744,0.0,0.0,1.36986301369863,1.3888888888888888,1.3157894736842104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2048192771084338,0.0,1.694915254237288,1.4925373134328357,1.408450704225352,0.0,1.2987012987012987,3.0303030303030303,0.0,0.0,1.1764705882352942,1.3513513513513513,0.0,0.0,0.0,5.797101449275362,0.0,2.666666666666667,2.857142857142857,0.0,0.0,4.477611940298507,1.5873015873015872,1.3333333333333335,1.408450704225352,4.6875,1.3333333333333335,0.0
5,-0.09999999999999999,2.9850746268656714,2.666666666666667,0.0,1.6129032258064515,0.0,1.4492753623188406,0.0,1.4705882352941175,3.076923076923077,0.0,1.3513513513513513,1.3888888888888888,0.0,1.4925373134328357,1.5151515151515151,2.3255813953488373,0.0,0.0,1.6666666666666665,0.0,0.0,3.6585365853658534,0.0,0.0,4.615384615384616,4.819277108433735,1.3513513513513513,0.0,0.0,3.6585365853658534,3.79746835443038,0.0,0.0,1.1764705882352942,1.694915254237288,0.0,0.0,0.0,3.6363636363636362,0.0,1.694915254237288,0.0,1.3888888888888888,0.0,1.4285714285714286,0.0,0.0,4.10958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7241379310344827,0.0,0.0,0.0,1.5873015873015872,1.1363636363636365,5.555555555555555,1.36986301369863,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.389830508474576,0.0,0.0,0.0,1.2987012987012987,3.0303030303030303,1.4285714285714286,0.0,0.0,2.7027027027027026,0.0,2.5974025974025974,1.408450704225352,0.0,1.4285714285714286,2.666666666666667,2.857142857142857,0.0,0.0,1.4925373134328357,1.5873015873015872,0.0,0.0,1.5625,1.3333333333333335,1.5384615384615385
6,-0.09,0.0,0.0,2.9850746268656714,1.6129032258064515,1.2345679012345678,2.898550724637681,1.1764705882352942,1.4705882352941175,1.5384615384615385,3.79746835443038,1.3513513513513513,1.3888888888888888,1.25,1.4925373134328357,1.5151515151515151,0.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.2195121951219512,1.3888888888888888,0.0,1.5384615384615385,2.4096385542168677,1.3513513513513513,1.408450704225352,1.639344262295082,0.0,0.0,0.0,2.3255813953488373,0.0,1.694915254237288,5.797101449275362,1.3513513513513513,1.2658227848101264,0.0,0.0,3.389830508474576,1.5873015873015872,0.0,0.0,2.857142857142857,1.5873015873015872,0.0,1.36986301369863,0.0,3.278688524590164,0.0,3.79746835443038,0.0,0.0,0.0,1.7241379310344827,2.898550724637681,1.3888888888888888,2.941176470588235,0.0,2.272727272727273,2.7777777777777777,0.0,0.0,3.9473684210526314,0.0,1.5625,0.0,0.0,1.3888888888888888,0.0,1.282051282051282,1.2048192771084338,0.0,1.694915254237288,2.9850746268656714,1.408450704225352,0.0,1.2987012987012987,3.0303030303030303,0.0,1.1111111111111112,0.0,1.3513513513513513,1.2195121951219512,0.0,0.0,0.0,0.0,6.666666666666666,2.857142857142857,1.3333333333333335,2.631578947368421,0.0,1.5873015873015872,1.3333333333333335,0.0,0.0,1.3333333333333335,0.0
7,-0.07999999999999999,4.477611940298507,0.0,0.0,3.225806451612903,1.2345679012345678,1.4492753623188406,2.3529411764705883,1.4705882352941175,1.5384615384615385,0.0,0.0,1.3888888888888888,0.0,0.0,3.0303030303030303,0.0,0.0,1.639344262295082,0.0,0.0,1.4492753623188406,0.0,0.0,1.3157894736842104,0.0,6.024096385542168,0.0,1.408450704225352,0.0,0.0,0.0,0.0,2.3255813953488373,1.1764705882352942,0.0,4.3478260869565215,0.0,0.0,3.6363636363636362,0.0,3.389830508474576,1.5873015873015872,0.0,0.0,2.857142857142857,0.0,0.0,4.10958904109589,3.1746031746031744,0.0,2.2988505747126435,1.2658227848101264,4.0,5.0,1.2658227848101264,0.0,2.898550724637681,0.0,1.4705882352941175,0.0,1.1363636363636365,1.3888888888888888,0.0,0.0,1.3157894736842104,0.0,3.125,1.639344262295082,0.0,0.0,5.970149253731343,1.282051282051282,1.2048192771084338,0.0,0.0,2.9850746268656714,0.0,0.0,2.5974025974025974,1.5151515151515151,1.4285714285714286,1.1111111111111112,0.0,0.0,0.0,0.0,1.408450704225352,0.0,1.4285714285714286,1.3333333333333335,4.285714285714286,1.3333333333333335,1.3157894736842104,5.970149253731343,0.0,2.666666666666667,4.225352112676056,0.0,1.3333333333333335,0.0
8,-0.06999999999999999,2.9850746268656714,0.0,1.4925373134328357,1.6129032258064515,1.2345679012345678,1.4492753623188406,2.3529411764705883,0.0,1.5384615384615385,0.0,0.0,2.7777777777777777,1.25,2.9850746268656714,0.0,3.488372093023256,0.0,3.278688524590164,1.6666666666666665,0.0,1.4492753623188406,0.0,0.0,0.0,0.0,9.63855421686747,0.0,2.816901408450704,0.0,1.2195121951219512,1.2658227848101264,0.0,3.488372093023256,1.1764705882352942,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,3.389830508474576,0.0,1.3888888888888888,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.4482758620689653,1.4492753623188406,1.3888888888888888,1.4705882352941175,0.0,0.0,1.3888888888888888,1.36986301369863,0.0,6.578947368421052,0.0,1.5625,3.278688524590164,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,0.0,3.0303030303030303,2.857142857142857,1.1111111111111112,0.0,1.3513513513513513,2.4390243902439024,1.2987012987012987,1.408450704225352,1.4492753623188406,0.0,0.0,1.4285714285714286,1.3333333333333335,2.631578947368421,1.4925373134328357,0.0,1.3333333333333335,0.0,0.0,1.3333333333333335,0.0
9,-0.06,5.970149253731343,0.0,0.0,0.0,0.0,0.0,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1627906976744187,0.0,0.0,1.6666666666666665,1.3333333333333335,2.898550724637681,0.0,1.3888888888888888,0.0,0.0,2.4096385542168677,0.0,1.408450704225352,3.278688524590164,0.0,1.2658227848101264,0.0,1.1627906976744187,0.0,0.0,7.246376811594203,0.0,0.0,0.0,2.2471910112359548,3.389830508474576,1.5873015873015872,1.3888888888888888,1.3888888888888888,0.0,0.0,0.0,0.0,1.5873015873015872,1.639344262295082,0.0,3.79746835443038,0.0,1.25,1.2658227848101264,3.4482758620689653,2.898550724637681,6.944444444444445,1.4705882352941175,0.0,2.272727272727273,0.0,0.0,1.3888888888888888,10.526315789473683,0.0,1.5625,0.0,1.2658227848101264,0.0,0.0,2.564102564102564,1.2048192771084338,4.0,0.0,0.0,0.0,0.0,3.896103896103896,0.0,0.0,1.1111111111111112,2.3529411764705883,2.7027027027027026,1.2195121951219512,1.2987012987012987,1.408450704225352,0.0,1.4285714285714286,1.3333333333333335,0.0,0.0,0.0,2.9850746268656714,0.0,1.3333333333333335,1.408450704225352,0.0,4.0,0.0
10,-0.04999999999999999,0.0,1.3333333333333335,1.4925373134328357,1.6129032258064515,2.4691358024691357,0.0,2.3529411764705883,0.0,3.076923076923077,1.2658227848101264,2.7027027027027026,0.0,0.0,1.4925373134328357,1.5151515151515151,1.1627906976744187,0.0,0.0,0.0,1.3333333333333335,2.898550724637681,0.0,1.3888888888888888,0.0,0.0,1.2048192771084338,2.7027027027027026,0.0,1.639344262295082,0.0,2.531645569620253,0.0,1.1627906976744187,0.0,0.0,4.3478260869565215,0.0,1.2658227848101264,1.8181818181818181,2.2471910112359548,5.084745762711865,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,1.36986301369863,1.5873015873015872,0.0,2.2988505747126435,1.2658227848101264,2.666666666666667,0.0,1.2658227848101264,0.0,1.4492753623188406,1.3888888888888888,1.4705882352941175,0.0,2.272727272727273,4.166666666666666,1.36986301369863,1.3888888888888888,10.526315789473683,0.0,0.0,0.0,0.0,0.0,0.0,1.282051282051282,1.2048192771084338,0.0,0.0,2.9850746268656714,1.408450704225352,0.0,5.194805194805195,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,1.2987012987012987,4.225352112676056,0.0,0.0,1.3333333333333335,1.4285714285714286,4.0,0.0,0.0,1.5873015873015872,1.3333333333333335,0.0,0.0,1.3333333333333335,1.5384615384615385
11,-0.039999999999999994,2.9850746268656714,0.0,2.9850746268656714,1.6129032258064515,0.0,1.4492753623188406,1.1764705882352942,1.4705882352941175,1.5384615384615385,0.0,1.3513513513513513,2.7777777777777777,0.0,2.9850746268656714,1.5151515151515151,3.488372093023256,0.0,1.639344262295082,0.0,0.0,0.0,1.2195121951219512,0.0,1.3157894736842104,0.0,1.2048192771084338,1.3513513513513513,0.0,3.278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,7.246376811594203,0.0,0.0,0.0,2.2471910112359548,1.694915254237288,1.5873015873015872,1.3888888888888888,0.0,1.4285714285714286,1.5873015873015872,0.0,1.36986301369863,0.0,4.918032786885246,1.1494252873563218,1.2658227848101264,0.0,1.25,1.2658227848101264,3.4482758620689653,0.0,0.0,2.941176470588235,1.5873015873015872,1.1363636363636365,2.7777777777777777,2.73972602739726,0.0,6.578947368421052,3.076923076923077,0.0,1.639344262295082,1.2658227848101264,0.0,0.0,1.282051282051282,1.2048192771084338,1.3333333333333335,0.0,0.0,1.408450704225352,0.0,5.194805194805195,1.5151515151515151,1.4285714285714286,1.1111111111111112,1.1764705882352942,0.0,0.0,1.2987012987012987,4.225352112676056,1.4492753623188406,0.0,1.3333333333333335,0.0,5.333333333333334,0.0,1.4925373134328357,0.0,1.3333333333333335,2.816901408450704,0.0,2.666666666666667,0.0
12,-0.03,1.4925373134328357,1.3333333333333335,2.9850746268656714,1.6129032258064515,0.0,0.0,2.3529411764705883,1.4705882352941175,0.0,0.0,0.0,4.166666666666666,0.0,0.0,1.5151515151515151,0.0,1.6666666666666665,0.0,1.6666666666666665,2.666666666666667,5.797101449275362,1.2195121951219512,0.0,1.3157894736842104,1.5384615384615385,2.4096385542168677,0.0,0.0,0.0,0.0,1.2658227848101264,0.0,0.0,2.3529411764705883,0.0,5.797101449275362,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,2.73972602739726,0.0,0.0,0.0,1.2658227848101264,1.3333333333333335,5.0,0.0,3.4482758620689653,0.0,2.7777777777777777,2.941176470588235,0.0,1.1363636363636365,0.0,2.73972602739726,0.0,5.263157894736842,1.5384615384615385,0.0,1.639344262295082,0.0,0.0,0.0,3.8461538461538463,0.0,2.666666666666667,0.0,0.0,1.408450704225352,0.0,0.0,1.5151515151515151,0.0,0.0,1.1764705882352942,1.3513513513513513,0.0,0.0,2.816901408450704,1.4492753623188406,4.285714285714286,1.3333333333333335,1.4285714285714286,2.666666666666667,0.0,2.9850746268656714,0.0,4.0,1.408450704225352,1.5625,0.0,0.0
13,-0.01999999999999999,1.4925373134328357,0.0,0.0,0.0,0.0,1.4492753623188406,1.1764705882352942,2.941176470588235,1.5384615384615385,1.2658227848101264,2.7027027027027026,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,1.639344262295082,0.0,2.666666666666667,1.4492753623188406,3.6585365853658534,0.0,0.0,0.0,3.614457831325301,0.0,0.0,0.0,0.0,0.0,1.4492753623188406,1.1627906976744187,2.3529411764705883,0.0,2.898550724637681,0.0,0.0,5.454545454545454,3.3707865168539324,0.0,0.0,0.0,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,6.557377049180328,0.0,3.79746835443038,0.0,1.25,0.0,0.0,0.0,2.7777777777777777,4.411764705882353,0.0,1.1363636363636365,1.3888888888888888,0.0,0.0,7.894736842105263,3.076923076923077,0.0,0.0,1.2658227848101264,0.0,1.4925373134328357,1.282051282051282,1.2048192771084338,4.0,0.0,0.0,1.408450704225352,0.0,0.0,0.0,4.285714285714286,0.0,3.5294117647058822,0.0,0.0,1.2987012987012987,1.408450704225352,1.4492753623188406,1.4285714285714286,0.0,1.4285714285714286,0.0,0.0,1.4925373134328357,0.0,4.0,0.0,1.5625,0.0,0.0
14,-0.009999999999999981,2.9850746268656714,0.0,0.0,3.225806451612903,1.2345679012345678,1.4492753623188406,1.1764705882352942,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,0.0,1.6666666666666665,1.3333333333333335,1.4492753623188406,0.0,0.0,0.0,0.0,4.819277108433735,1.3513513513513513,0.0,3.278688524590164,1.2195121951219512,1.2658227848101264,2.898550724637681,1.1627906976744187,0.0,1.694915254237288,4.3478260869565215,1.3513513513513513,0.0,1.8181818181818181,1.1235955056179774,0.0,0.0,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79746835443038,1.3333333333333335,6.25,2.531645569620253,5.172413793103448,1.4492753623188406,1.3888888888888888,1.4705882352941175,0.0,0.0,0.0,0.0,1.3888888888888888,5.263157894736842,1.5384615384615385,0.0,3.278688524590164,1.2658227848101264,0.0,0.0,0.0,1.2048192771084338,1.3333333333333335,1.694915254237288,1.4925373134328357,2.816901408450704,1.3888888888888888,1.2987012987012987,1.5151515151515151,1.4285714285714286,0.0,2.3529411764705883,2.7027027027027026,0.0,5.194805194805195,2.816901408450704,2.898550724637681,1.4285714285714286,0.0,4.285714285714286,1.3333333333333335,0.0,0.0,0.0,2.666666666666667,1.408450704225352,3.125,0.0,0.0
15,0.0,4.477611940298507,0.0,2.9850746268656714,4.838709677419355,0.0,0.0,5.88235294117647,1.4705882352941175,6.153846153846154,1.2658227848101264,1.3513513513513513,1.3888888888888888,5.0,2.9850746268656714,1.5151515151515151,0.0,0.0,3.278688524590164,0.0,0.0,4.3478260869565215,3.6585365853658534,1.3888888888888888,0.0,3.076923076923077,6.024096385542168,4.054054054054054,1.408450704225352,3.278688524590164,2.4390243902439024,7.59493670886076,7.246376811594203,1.1627906976744187,3.5294117647058822,1.694915254237288,7.246376811594203,1.3513513513513513,0.0,1.8181818181818181,1.1235955056179774,1.694915254237288,3.1746031746031744,2.7777777777777777,4.166666666666666,5.714285714285714,0.0,1.5873015873015872,0.0,0.0,0.0,1.1494252873563218,6.329113924050633,4.0,1.25,1.2658227848101264,0.0,0.0,1.3888888888888888,1.4705882352941175,1.5873015873015872,1.1363636363636365,2.7777777777777777,1.36986301369863,2.7777777777777777,18.421052631578945,4.615384615384616,0.0,1.639344262295082,2.531645569620253,0.0,1.4925373134328357,0.0,3.614457831325301,4.0,3.389830508474576,4.477611940298507,4.225352112676056,2.7777777777777777,5.194805194805195,0.0,1.4285714285714286,2.2222222222222223,7.0588235294117645,2.7027027027027026,3.6585365853658534,0.0,5.633802816901408,0.0,4.285714285714286,2.666666666666667,0.0,0.0,2.631578947368421,0.0,0.0,2.666666666666667,5.633802816901408,4.6875,2.666666666666667,1.5384615384615385
